srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,class,label
10.0.0.3,40224,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1068,1780,682,47,1067,2601,1081,5354,5354,5354,5354,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40225,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,3785,32673,10192,12,3785,32657,10218,37870,37870,37870,37870,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40226,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,18893,70653,29267,74,22672,108547,48027,113379,113379,113379,113379,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40227,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,732,2580,1011,11,732,3218,1222,7342,7342,7342,7342,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40228,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,785,4109,1319,11,785,4098,1410,7875,7875,7875,7875,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40229,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,27222,116410,46126,32,32666,155265,68597,163351,163351,163351,163351,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40230,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,813,3412,1201,11,812,3394,1395,8145,8145,8145,8145,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40231,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1097,5159,1769,12,1096,5138,1956,10985,10985,10985,10985,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40232,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,12182,89887,28335,12,13400,129549,40822,134024,134024,134024,134024,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40233,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1353,2738,1006,36,1352,3601,1461,6780,6780,6780,6780,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40234,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,930,3600,1429,13,930,4432,1668,9320,9320,9320,9320,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40235,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,15313,49946,22577,33,18376,88288,39095,91899,91899,91899,91899,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40236,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1522,2715,1019,38,1522,4117,1724,7626,7626,7626,7626,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40237,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1415,3327,1246,32,1414,3475,1531,7089,7089,7089,7089,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40238,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,25,9796,62859,21086,26,10776,102048,32096,107778,107778,107778,107778,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40239,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1513,3243,1241,34,1511,3412,1631,7580,7580,7580,7580,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40240,10.0.0.2,80,6,7,478,7,2823,52,68,158,39,52,403,1500,606,27,1178,3867,1409,73,1177,4755,1789,7082,7082,7082,7082,0,0,0,0,0,7,478,7,2823,1,2,0,0,372,372,0,1
10.0.0.3,40241,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,1454,7377,2411,12,1453,9834,3133,14554,14554,14554,14554,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40242,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,11,25013,108481,43225,32,30015,144928,64258,150096,150096,150096,150096,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40243,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,1580,9189,2913,11,1580,9160,2972,15823,15823,15823,15823,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40244,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1129,1793,720,32,1127,2544,1129,5658,5658,5658,5658,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40245,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,15713,52447,23095,52,18850,89937,39759,94302,94302,94302,94302,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40246,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,556,2753,881,11,555,3439,1088,5569,5569,5569,5569,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40247,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1633,3949,1542,31,1632,4144,1848,8179,8179,8179,8179,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40248,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,10437,68780,22095,12,11476,104990,32962,114828,114828,114828,114828,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40249,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1098,1778,714,31,1096,2597,1119,5506,5506,5506,5506,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40250,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1177,2908,1062,31,1176,3851,1562,5899,5899,5899,5899,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40251,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,18480,158566,47798,12,20328,196470,61914,203303,203303,203303,203303,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40252,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1805,4287,1599,47,1805,4466,1980,9046,9046,9046,9046,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40253,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1311,3747,1432,31,1321,4479,1829,6621,6621,6621,6621,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40254,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,14936,47728,21802,44,17922,85737,37925,89634,89634,89634,89634,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40255,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,25,1309,5753,2009,23,1308,7918,2566,13105,13105,13105,13105,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40256,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,1757,5475,2257,14,1756,6463,2494,17588,17588,17588,17588,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40257,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1479,3469,1309,35,1478,3652,1626,7412,7412,7412,7412,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40258,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,13534,96229,29909,12,14887,136665,42862,148889,148889,148889,148889,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40259,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,5552,24656,10692,36,5550,25351,11082,27774,27774,27774,27774,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40260,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1318,2395,1020,32,1317,2955,1380,6606,6606,6606,6606,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40261,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,1767,6909,2762,13,1767,9771,3461,17687,17687,17687,17687,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40262,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,25608,236728,70967,11,28169,275722,86992,281714,281714,281714,281714,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40263,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1171,2438,979,38,1170,2876,1209,5869,5869,5869,5869,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40264,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,2176,6796,2763,74,2176,6955,2895,10896,10896,10896,10896,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40265,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,15,7427,37630,14837,86,8912,40779,17842,44582,44582,44582,44582,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40266,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1128,2449,1007,32,1127,2702,1157,5654,5654,5654,5654,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40267,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,2687,10771,4545,36,2688,11160,4762,13459,13459,13459,13459,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40268,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,13,19955,78022,31757,34,23948,114730,50769,119760,119760,119760,119760,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40269,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,996,4818,1707,14,995,5310,1849,9974,9974,9974,9974,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40270,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,712,3353,1188,13,711,3286,1269,7131,7131,7131,7131,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40271,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,16181,53385,23543,36,19418,92035,40625,97107,97107,97107,97107,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40272,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,865,3781,1330,12,864,6333,1971,8660,8660,8660,8660,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40273,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,3983,32113,10023,11,3982,37489,11782,39839,39839,39839,39839,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40274,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,8759,37097,14520,38,10510,48685,21367,52571,52571,52571,52571,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40275,10.0.0.2,80,6,8,530,8,2875,52,66,158,37,52,359,2348,804,30,877,2290,815,40,876,2551,901,6155,6155,6155,6155,0,0,0,0,0,8,530,8,2875,1,4,0,0,424,424,0,1
10.0.0.3,40276,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,744,3287,1224,11,743,3249,1328,7456,7456,7456,7456,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40277,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10473,72335,23476,11,11521,110777,34887,115227,115227,115227,115227,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40278,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1473,8069,2573,11,1473,10204,3229,14751,14751,14751,14751,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40279,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1331,2693,1008,34,1330,2903,1387,6671,6671,6671,6671,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40280,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,757,3267,1112,12,757,3249,1270,7592,7592,7592,7592,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40281,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,832,3147,1217,12,831,3510,1361,8334,8334,8334,8334,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40282,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1213,7679,2427,12,1213,7636,2501,12148,12148,12148,12148,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40283,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,12715,96360,29922,11,13986,134197,42259,139885,139885,139885,139885,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40284,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,710,3860,1213,12,710,4661,1464,7125,7125,7125,7125,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40285,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1600,3697,1395,84,1604,3919,1706,8039,8039,8039,8039,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40286,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,751,3094,1098,12,750,3073,1253,7527,7527,7527,7527,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40287,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,24262,102969,41439,43,29115,142025,63126,145593,145593,145593,145593,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40288,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,786,3836,1241,12,785,3816,1371,7874,7874,7874,7874,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40289,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1339,2457,984,36,1338,3019,1397,6708,6708,6708,6708,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40290,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,17384,62632,26608,33,20860,100608,44592,104321,104321,104321,104321,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40291,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1361,2562,966,32,1360,3632,1522,6818,6818,6818,6818,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40292,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1182,3163,1192,32,1180,3870,1570,5922,5922,5922,5922,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40293,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,29253,133573,53161,31,35126,171526,76259,175649,175649,175649,175649,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40294,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,23,867,3168,1198,23,866,3140,1354,8684,8684,8684,8684,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40295,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1144,2063,795,31,1135,2775,1179,5734,5734,5734,5734,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40296,10.0.0.2,80,6,9,582,9,2927,52,64,158,35,52,325,2348,758,11,674,3041,1081,12,680,4052,1423,5460,5460,5460,5460,0,0,0,0,0,9,582,9,2927,1,7,0,0,476,476,0,1
10.0.0.1,57820,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1383,2777,1074,33,1382,2962,1423,6931,6931,6931,6931,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57821,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1018,5167,1714,11,1017,4361,1653,10193,10193,10193,10193,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57822,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1345,2656,1030,39,1345,2818,1341,6747,6747,6747,6747,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57823,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1113,2754,1018,31,1111,3499,1412,5577,5577,5577,5577,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57824,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,11056,78892,25208,11,12162,117172,36909,121641,121641,121641,121641,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57825,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1369,2378,961,32,1368,3421,1484,6858,6858,6858,6858,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57826,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,934,3586,1444,11,934,4532,1690,9359,9359,9359,9359,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57827,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,16058,53895,23432,31,19270,91158,40216,96367,96367,96367,96367,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57828,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1092,2732,1015,32,1090,3382,1362,5476,5476,5476,5476,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57829,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,788,2963,1172,11,788,3840,1391,7902,7902,7902,7902,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57830,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10175,69101,22546,10,11198,107058,33701,112000,112000,112000,112000,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57831,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,734,3235,1108,11,734,3215,1238,7358,7358,7358,7358,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57832,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,771,3492,1159,12,775,3515,1304,7769,7769,7769,7769,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57833,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,24504,105224,42194,76,29405,143152,63595,147045,147045,147045,147045,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57834,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,781,3650,1214,12,781,3632,1341,7827,7827,7827,7827,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57835,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,673,2823,980,11,673,3719,1228,6751,6751,6751,6751,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57836,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,14091,111807,34366,11,15503,150372,47399,155051,155051,155051,155051,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57837,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1715,4565,1731,34,1714,4804,1998,8590,8590,8590,8590,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57838,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,895,3406,1330,10,895,4408,1581,8969,8969,8969,8969,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57839,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,20431,80498,32750,34,24516,117814,52175,122606,122606,122606,122606,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57840,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,917,3468,1323,11,916,4337,1547,9188,9188,9188,9188,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57841,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1067,5677,1885,11,1066,5639,2045,10681,10681,10681,10681,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57842,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,750,3474,1147,11,750,3456,1273,7519,7519,7519,7519,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57843,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,15019,122547,37372,13,16520,160226,50506,165226,165226,165226,165226,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57844,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,12,1234,2514,916,66,1234,2722,1262,6191,6191,6191,6191,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57845,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,657,2502,974,11,657,3362,1186,6589,6589,6589,6589,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57846,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,12721,96514,30197,11,13994,133996,42175,139958,139958,139958,139958,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57847,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1694,4361,1654,84,1693,4528,1914,8487,8487,8487,8487,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57848,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,763,3708,1207,12,763,3689,1308,7650,7650,7650,7650,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57849,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,9623,59125,20279,12,10585,99400,31228,105877,105877,105877,105877,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57850,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,1181,4412,1714,13,1178,4976,1975,11831,11831,11831,11831,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57851,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1256,2162,833,37,1255,2822,1276,6296,6296,6296,6296,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57852,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,13,17245,61503,26262,30,20694,99704,44181,103491,103491,103491,103491,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57853,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,52,1124,1752,712,32,1121,2556,1117,5641,5641,5641,5641,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57854,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1319,2309,889,42,1318,3336,1407,6611,6611,6611,6611,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57855,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,22429,90938,36787,31,26914,129954,57619,134592,134592,134592,134592,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57856,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1745,4200,1600,34,1744,4362,1912,8742,8742,8742,8742,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57857,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,14,757,3403,1150,12,756,3346,1268,7583,7583,7583,7583,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57858,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,15928,51971,23186,36,19114,90857,40130,95590,95590,95590,95590,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57859,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,859,3554,1256,11,859,4914,1623,8609,8609,8609,8609,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57860,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,19776,77894,31819,58,23731,114625,50824,118676,118676,118676,118676,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57861,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1143,2918,1083,32,1141,3662,1481,5726,5726,5726,5726,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57862,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1162,2983,1111,31,1160,3734,1512,5822,5822,5822,5822,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
