srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,class,label
10.0.0.3,39188,10.0.0.2,80,6,7,478,7,2823,52,68,158,39,52,403,1500,606,17,1155,2920,1097,95,1153,2653,1048,6942,6942,6942,6942,0,0,0,0,0,7,478,7,2823,1,2,0,0,372,372,0,1
10.0.0.3,39189,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,16,7205,40082,14520,14,7925,72514,22751,79274,79274,79274,79274,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,39190,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1142,1914,728,31,1141,2855,1192,5725,5725,5725,5725,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39191,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1950,4661,1749,32,1950,4905,2257,9771,9771,9771,9771,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39192,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10957,76587,24504,11,12053,114573,36051,120548,120548,120548,120548,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,39193,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,808,3176,1157,10,807,4447,1488,8096,8096,8096,8096,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,39194,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1467,4032,1514,33,1465,5245,2164,7349,7349,7349,7349,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39195,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,24054,101157,40322,34,28865,138043,61068,144346,144346,144346,144346,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,39196,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1890,5658,2201,31,1889,5803,2426,9466,9466,9466,9466,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39197,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1329,2461,946,35,1328,2965,1377,6665,6665,6665,6665,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39198,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,19768,76910,31569,33,23723,114574,50801,118635,118635,118635,118635,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,39199,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1215,3082,1132,33,1214,3986,1619,6092,6092,6092,6092,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39200,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1002,2010,723,31,1000,2774,1114,5024,5024,5024,5024,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39201,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,11806,84999,26568,11,12987,121581,38192,129897,129897,129897,129897,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,39202,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1447,3272,1204,32,1446,3495,1564,7250,7250,7250,7250,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,39203,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,16,902,3861,1390,16,902,3832,1572,9043,9043,9043,9043,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,39204,10.0.0.2,80,6,8,530,7,525,52,66,158,37,52,75,92,15,12,813,3480,1274,12,945,4456,1773,5691,5691,5691,5691,0,0,0,0,0,8,530,7,525,1,5,0,0,424,372,0,1
10.0.0.1,57024,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,17,771,3185,1136,18,770,4070,1375,7723,7723,7723,7723,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57025,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,683,2748,994,12,682,2730,1132,6845,6845,6845,6845,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57026,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,20877,82147,33300,33,25054,119741,52961,125288,125288,125288,125288,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57027,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,987,5733,1807,11,986,5717,1888,9891,9891,9891,9891,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57028,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1386,2685,1022,31,1385,3035,1463,6945,6945,6945,6945,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57029,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,20,1652,7492,2444,20,1652,7455,2589,16544,16544,16544,16544,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57030,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,28661,130340,51777,33,34392,167047,74171,171988,171988,171988,171988,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57031,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1142,2168,832,31,1140,2849,1203,5725,5725,5725,5725,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57032,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,15,558,2086,766,17,558,2738,936,5602,5602,5602,5602,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57033,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,8371,48151,17518,11,9209,87007,27360,92108,92108,92108,92108,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57034,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,854,3574,1362,12,853,4072,1573,8557,8557,8557,8557,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57035,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,828,4624,1472,11,827,4587,1573,8292,8292,8292,8292,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57036,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,16585,56926,24676,42,19902,95135,42077,99531,99531,99531,99531,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57037,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,682,2605,987,11,681,2928,1152,6839,6839,6839,6839,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57038,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,989,5266,1738,12,988,5227,1882,9900,9900,9900,9900,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57039,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10909,76959,24781,11,12000,115882,36510,120026,120026,120026,120026,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57040,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1257,3567,1362,32,1255,4255,1736,6298,6298,6298,6298,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57041,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,774,3689,1206,11,773,3668,1317,7756,7756,7756,7756,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57042,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,11984,80667,25720,11,13183,121084,37978,131848,131848,131848,131848,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57043,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1501,3983,1507,44,1500,4126,1733,7517,7517,7517,7517,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57044,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,809,3157,1167,10,809,4368,1481,8108,8108,8108,8108,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57045,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,35,1128,2887,1068,32,1127,3589,1451,5656,5656,5656,5656,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57046,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,13932,110085,33885,10,15323,148694,46871,153282,153282,153282,153282,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57047,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1079,1876,749,32,1078,2557,1089,5411,5411,5411,5411,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57048,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1143,2187,823,55,1141,2905,1208,5731,5731,5731,5731,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57049,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,12051,87354,27319,11,13257,124850,39240,132590,132590,132590,132590,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57050,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1160,2111,833,36,1157,2796,1206,5813,5813,5813,5813,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57051,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,762,3650,1212,11,761,3636,1326,7636,7636,7636,7636,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57052,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,10,22895,95476,38297,35,27474,132433,58692,137392,137392,137392,137392,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57053,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,914,5591,1737,11,913,5554,1812,9158,9158,9158,9158,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57054,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1335,3862,1477,31,1334,4621,1894,6689,6689,6689,6689,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57055,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,1191,2946,1080,38,1188,3833,1539,5967,5967,5967,5967,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57056,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,13214,100722,31285,10,14535,140105,44138,145378,145378,145378,145378,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57057,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,14,1518,2632,1102,31,1516,3658,1661,7604,7604,7604,7604,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57058,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,1045,5663,1860,11,1044,5624,2002,10461,10461,10461,10461,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57059,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10173,69143,22734,11,11190,108142,34074,111924,111924,111924,111924,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57060,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,13,493,2049,695,16,493,2817,904,4950,4950,4950,4950,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57061,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,747,3264,1120,11,746,3200,1254,7486,7486,7486,7486,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57062,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,60,20430,79949,32741,34,24515,118445,52520,122598,122598,122598,122598,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57063,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,905,3974,1408,11,905,3946,1585,9071,9071,9071,9071,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57064,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,783,3257,1146,10,782,4175,1396,7845,7845,7845,7845,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57065,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,7,27809,124602,49495,39,33370,161493,71643,166877,166877,166877,166877,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57066,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1192,2080,802,46,1191,2969,1227,5977,5977,5977,5977,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57067,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,799,2898,1170,11,799,3796,1388,8014,8014,8014,8014,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57068,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,37,22724,94224,38038,31,27269,132473,58821,136366,136366,136366,136366,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57069,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1170,1853,794,33,1173,2510,1130,5887,5887,5887,5887,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57070,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,732,3440,1146,12,731,3422,1259,7334,7334,7334,7334,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57071,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,11,16412,56706,24326,35,19687,93710,41405,98497,98497,98497,98497,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.1,57072,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,689,3232,1066,11,688,3215,1180,6906,6906,6906,6906,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57073,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,10,916,3531,1366,11,915,4034,1574,9174,9174,9174,9174,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57074,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,800,3816,1262,11,800,3795,1379,8017,8017,8017,8017,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.1,57075,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1030,2049,738,37,1029,3073,1225,5165,5165,5165,5165,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57076,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,10657,72281,23503,11,11723,111415,35055,117255,117255,117255,117255,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.1,57077,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1029,1966,713,34,1028,2765,1112,5158,5158,5158,5158,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.1,57078,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1014,5346,1769,11,1013,5309,1925,10152,10152,10152,10152,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40179,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1133,2611,950,39,1131,3523,1418,5674,5674,5674,5674,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40180,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,11,1333,3416,1265,34,1332,4345,1762,6678,6678,6678,6678,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40181,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,907,5067,1591,11,906,5023,1716,9084,9084,9084,9084,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40182,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,1131,4537,1719,11,1130,4793,1939,11327,11327,11327,11327,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40183,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,11,13044,97366,30394,12,14344,137562,43315,143506,143506,143506,143506,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40184,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,12,2948,10180,4121,31,2947,10343,4348,14754,14754,14754,14754,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40185,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,775,2804,1112,12,774,3816,1357,7768,7768,7768,7768,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40186,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,889,4192,1407,11,888,5228,1710,8903,8903,8903,8903,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40187,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,20419,80873,33063,46,24503,118814,52731,122533,122533,122533,122533,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40188,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1328,2435,934,34,1327,3006,1391,6655,6655,6655,6655,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40189,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,11599,76804,24648,11,12759,116878,36647,127615,127615,127615,127615,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40190,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1251,8331,2585,11,1250,10415,3244,12519,12519,12519,12519,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40191,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1140,2783,1020,62,1144,3663,1476,5739,5739,5739,5739,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40192,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,648,3488,1096,12,647,4441,1389,6491,6491,6491,6491,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40193,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,20008,78117,31780,110,24009,114881,50823,120066,120066,120066,120066,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40194,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,12,2272,6067,2359,32,2271,7221,3034,11372,11372,11372,11372,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40195,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,1583,9872,3094,12,1583,9853,3208,15850,15850,15850,15850,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40196,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,13149,101939,31574,12,14464,140314,44229,144665,144665,144665,144665,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40197,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1113,2742,1012,31,1112,3490,1408,5575,5575,5575,5575,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40198,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,905,3640,1398,11,905,4128,1608,9071,9071,9071,9071,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40199,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,10,15840,51397,23024,39,19008,90416,39943,95057,95057,95057,95057,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40200,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1723,3119,1364,35,1722,4147,1887,8629,8629,8629,8629,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40201,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,21,9146,47012,17750,21,10061,89115,27955,100628,100628,100628,100628,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40202,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1472,2623,1110,32,1471,3552,1602,7372,7372,7372,7372,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40203,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,8117,45433,17116,12,8943,85370,26866,89459,89459,89459,89459,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40204,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1561,9507,3046,11,1561,9487,3167,15626,15626,15626,15626,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40205,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1318,6953,2358,11,1317,11072,3451,13195,13195,13195,13195,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40206,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1085,2630,964,32,1083,3407,1374,5434,5434,5434,5434,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40207,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,11049,36863,15849,32,13259,61938,27244,66311,66311,66311,66311,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40208,10.0.0.2,80,6,7,478,7,2823,52,68,158,39,52,403,1500,606,28,1363,3603,1394,161,1363,3411,1508,8196,8196,8196,8196,0,0,0,0,0,7,478,7,2823,1,2,0,0,372,372,0,1
10.0.0.3,40209,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,682,2562,947,11,681,2784,1110,6836,6836,6836,6836,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40210,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,26169,114924,45701,33,31402,151550,67187,157031,157031,157031,157031,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40211,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,848,3269,1074,13,848,3247,1194,8498,8498,8498,8498,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40212,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1230,3083,1135,32,1229,3900,1578,6165,6165,6165,6165,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40213,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,10,18241,66753,27952,31,21889,104880,46415,109467,109467,109467,109467,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40214,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1599,3733,1436,33,1598,3892,1777,8011,8011,8011,8011,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40215,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,7,996,2109,763,74,1000,2972,1184,5020,5020,5020,5020,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40216,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,10937,74479,23982,12,12031,113095,35558,120326,120326,120326,120326,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,40217,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,2273,7378,2941,33,2272,7536,3146,11379,11379,11379,11379,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40218,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1282,2519,964,32,1281,2688,1329,6427,6427,6427,6427,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,40219,10.0.0.2,80,6,8,530,7,2823,52,66,158,37,52,403,1500,606,18,16558,69899,27754,73,19318,110325,44610,115930,115930,115930,115930,0,0,0,0,0,8,530,7,2823,1,2,0,0,424,372,0,1
10.0.0.3,40220,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,2081,9499,3787,12,2080,9983,4047,20825,20825,20825,20825,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40221,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,12,771,3106,1145,12,768,3926,1363,7731,7731,7731,7731,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,40222,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,9,24098,102809,41158,40,28919,140106,62167,144612,144612,144612,144612,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,40223,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,10,1327,3905,1504,31,1325,4616,1894,6647,6647,6647,6647,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
